airline,source_city,destination_city,departure_time,arrival_time,stops,class,duration,days_left,price
AirAsia,Delhi,Mumbai,09:00,11:37,2,Business,13.96,12,24543
SpiceJet,Mumbai,Chennai,16:00,18:23,0,Economy,8.46,38,6340
Air India,Hyderabad,Chennai,02:00,06:08,2,Economy,11.84,33,10138
SpiceJet,Hyderabad,Delhi,10:00,14:34,2,Economy,5.1,21,8335
GO FIRST,Hyderabad,Kolkata,06:00,08:58,2,Economy,9.36,20,10154
Vistara,Hyderabad,Delhi,17:00,20:24,0,Economy,14.75,6,10326
Indigo,Delhi,Kolkata,11:00,14:06,2,Business,3.27,45,15849
Vistara,Delhi,Mumbai,21:00,23:13,2,Business,11.26,3,27688
Indigo,Delhi,Kolkata,19:00,23:11,0,Business,2.65,24,16023
SpiceJet,Mumbai,Chennai,11:00,13:32,0,Economy,10.45,28,8686
SpiceJet,Bangalore,Delhi,09:00,12:03,2,Business,14.53,45,24206
Air India,Chennai,Mumbai,22:00,02:01,0,Economy,11.47,38,7592
SpiceJet,Chennai,Bangalore,22:00,02:23,0,Economy,3.23,17,7369
GO FIRST,Mumbai,Delhi,12:00,16:57,0,Economy,14.06,11,10581
GO FIRST,Chennai,Delhi,11:00,13:04,1,Economy,13.8,11,10666
Indigo,Mumbai,Bangalore,18:00,00:36,0,Economy,11.52,12,7314
GO FIRST,Delhi,Chennai,11:00,15:11,1,Economy,14.33,22,11330
GO FIRST,Mumbai,Bangalore,03:00,06:11,0,Economy,4.98,39,5883
Vistara,Mumbai,Bangalore,13:00,18:43,0,Economy,5.62,26,6042
SpiceJet,Chennai,Mumbai,09:00,11:15,2,Business,13.57,4,28710
Vistara,Delhi,Hyderabad,10:00,12:11,2,Economy,7.08,18,9272
Air India,Mumbai,Bangalore,03:00,08:46,0,Economy,13.41,20,8808
Air India,Chennai,Delhi,07:00,10:25,1,Economy,11.8,40,8520
Indigo,Mumbai,Kolkata,14:00,19:13,1,Economy,5.4,17,9045
GO FIRST,Delhi,Chennai,15:00,21:41,1,Economy,13.47,33,7676
SpiceJet,Mumbai,Chennai,04:00,07:44,1,Economy,7.16,47,5691
GO FIRST,Bangalore,Chennai,10:00,14:13,1,Economy,12.76,48,6025
AirAsia,Chennai,Bangalore,13:00,17:43,2,Economy,9.86,29,9464
GO FIRST,Hyderabad,Chennai,17:00,21:49,0,Business,11.38,9,21856
Indigo,Mumbai,Kolkata,22:00,03:31,1,Economy,5.83,38,6695
Vistara,Bangalore,Hyderabad,20:00,02:43,1,Economy,6.25,23,8316
AirAsia,Kolkata,Delhi,02:00,07:42,2,Economy,4.97,43,8229
Vistara,Kolkata,Chennai,10:00,16:04,1,Business,5.71,33,17397
Air India,Delhi,Mumbai,21:00,23:57,1,Economy,2.93,10,8064
GO FIRST,Hyderabad,Delhi,04:00,07:11,0,Economy,13.4,21,7701
AirAsia,Hyderabad,Kolkata,13:00,19:03,0,Economy,11.1,29,6676
GO FIRST,Bangalore,Hyderabad,00:00,05:45,2,Economy,5.14,10,11270
SpiceJet,Kolkata,Hyderabad,19:00,01:48,0,Economy,10.96,29,5918
SpiceJet,Chennai,Delhi,07:00,12:07,1,Economy,11.1,45,7180
SpiceJet,Mumbai,Delhi,07:00,11:20,0,Economy,14.48,17,9226
SpiceJet,Mumbai,Hyderabad,13:00,17:19,2,Economy,6.99,10,10381
Vistara,Mumbai,Bangalore,23:00,01:29,1,Economy,12.69,22,8560
Indigo,Delhi,Chennai,21:00,00:46,1,Economy,4.64,29,8948
SpiceJet,Kolkata,Mumbai,14:00,16:12,0,Economy,8.66,22,8147
Indigo,Bangalore,Chennai,04:00,10:59,1,Economy,11.17,48,7271
Vistara,Chennai,Bangalore,11:00,13:07,2,Economy,5.91,25,10959
Vistara,Mumbai,Delhi,15:00,19:58,2,Business,7.47,9,26086
GO FIRST,Delhi,Hyderabad,23:00,01:14,2,Economy,10.93,45,10112
GO FIRST,Chennai,Mumbai,08:00,10:31,2,Economy,13.13,25,9177
Indigo,Hyderabad,Bangalore,21:00,01:42,2,Economy,8.02,32,8989
GO FIRST,Chennai,Hyderabad,21:00,01:53,0,Economy,2.29,17,7249
Indigo,Delhi,Chennai,05:00,11:31,0,Business,9.2,49,18306
AirAsia,Kolkata,Bangalore,04:00,07:50,1,Economy,4.24,42,7030
AirAsia,Chennai,Hyderabad,08:00,10:48,1,Economy,11.54,3,10216
Indigo,Chennai,Bangalore,20:00,00:24,2,Business,11.06,45,23299
AirAsia,Mumbai,Delhi,18:00,20:30,2,Economy,9.48,37,10777
Air India,Delhi,Kolkata,09:00,14:52,0,Economy,10.05,26,8334
GO FIRST,Bangalore,Hyderabad,03:00,05:10,0,Economy,3.27,34,6128
Indigo,Chennai,Hyderabad,13:00,19:30,2,Economy,5.98,3,13724
SpiceJet,Delhi,Hyderabad,18:00,20:42,0,Economy,3.23,45,3498
Indigo,Chennai,Delhi,21:00,00:46,2,Economy,8.29,39,10282
SpiceJet,Delhi,Bangalore,00:00,03:05,1,Economy,12.24,24,10460
Vistara,Hyderabad,Delhi,13:00,15:47,2,Business,14.69,25,20325
GO FIRST,Delhi,Mumbai,07:00,13:11,2,Economy,5.73,30,9263
Indigo,Bangalore,Hyderabad,15:00,19:53,0,Economy,9.3,28,7793
Indigo,Delhi,Chennai,18:00,23:56,0,Business,2.28,26,15329
SpiceJet,Mumbai,Kolkata,11:00,15:43,1,Economy,9.31,17,8171
Vistara,Hyderabad,Delhi,15:00,17:49,2,Economy,3.95,48,8250
Indigo,Bangalore,Chennai,15:00,19:40,2,Business,5.11,1,24424
SpiceJet,Hyderabad,Kolkata,23:00,03:48,0,Economy,12.52,34,7212
AirAsia,Delhi,Bangalore,12:00,17:49,0,Economy,9.18,34,5793
SpiceJet,Bangalore,Kolkata,20:00,01:30,0,Economy,9.36,3,10610
SpiceJet,Hyderabad,Delhi,04:00,09:33,0,Business,13.58,15,21748
Vistara,Mumbai,Bangalore,09:00,12:46,1,Economy,3.77,40,5495
Vistara,Chennai,Hyderabad,17:00,20:45,2,Economy,4.2,39,8609
Indigo,Chennai,Delhi,09:00,12:22,2,Economy,14.71,44,11188
SpiceJet,Delhi,Kolkata,15:00,20:53,1,Business,6.3,27,18117
Air India,Delhi,Bangalore,15:00,19:13,1,Economy,8.69,6,9576
Indigo,Chennai,Kolkata,16:00,20:00,1,Business,4.02,40,20043
GO FIRST,Delhi,Bangalore,11:00,14:58,0,Economy,2.15,41,4735
Air India,Hyderabad,Delhi,02:00,07:02,0,Economy,7.71,31,5823
Indigo,Bangalore,Chennai,21:00,03:31,0,Business,6.29,46,16715
GO FIRST,Kolkata,Bangalore,14:00,16:57,0,Economy,5.19,30,6117
Vistara,Mumbai,Bangalore,05:00,08:36,1,Economy,6.2,36,6813
Air India,Kolkata,Delhi,10:00,13:41,1,Business,8.9,17,23057
Vistara,Bangalore,Chennai,17:00,20:26,2,Economy,4.78,34,7838
Air India,Bangalore,Chennai,23:00,04:38,1,Economy,4.69,18,9011
GO FIRST,Hyderabad,Kolkata,04:00,10:00,2,Economy,10.47,25,9998
Vistara,Bangalore,Mumbai,18:00,23:01,0,Economy,2.68,32,4804
Vistara,Chennai,Hyderabad,05:00,08:09,2,Economy,12.35,49,8909
Vistara,Bangalore,Delhi,09:00,13:42,1,Economy,3.56,49,4509
Indigo,Delhi,Mumbai,07:00,09:33,0,Economy,9.6,21,8234
Air India,Chennai,Kolkata,02:00,07:05,1,Economy,9.56,36,7023
Indigo,Bangalore,Kolkata,17:00,20:53,2,Economy,2.19,33,7947
Air India,Delhi,Kolkata,17:00,21:44,2,Economy,10.87,14,11997
SpiceJet,Mumbai,Kolkata,04:00,07:56,2,Economy,14.8,10,11210
Vistara,Mumbai,Delhi,08:00,11:49,1,Economy,7.76,39,5771
Air India,Bangalore,Kolkata,17:00,21:10,2,Economy,10.38,40,10877
SpiceJet,Delhi,Kolkata,09:00,13:04,0,Business,2.79,14,17955
GO FIRST,Mumbai,Bangalore,23:00,03:30,1,Economy,7.87,3,11556
AirAsia,Bangalore,Mumbai,08:00,11:15,2,Business,4.65,25,24618
SpiceJet,Mumbai,Bangalore,21:00,02:29,0,Economy,14.16,29,8889
SpiceJet,Mumbai,Delhi,08:00,14:04,2,Business,14.44,44,20292
AirAsia,Chennai,Mumbai,07:00,12:06,0,Economy,11.25,24,7670
AirAsia,Hyderabad,Bangalore,23:00,02:43,0,Economy,12.95,21,8805
Vistara,Bangalore,Chennai,15:00,20:14,0,Business,12.18,7,20513
SpiceJet,Kolkata,Delhi,02:00,05:12,2,Economy,4.43,9,9048
AirAsia,Chennai,Mumbai,15:00,18:35,0,Economy,3.83,26,5705
Vistara,Mumbai,Chennai,00:00,03:46,0,Economy,4.28,14,7171
GO FIRST,Kolkata,Bangalore,16:00,19:11,1,Economy,6.38,16,9263
Vistara,Chennai,Delhi,20:00,02:40,1,Economy,5.23,30,8179
Air India,Hyderabad,Bangalore,06:00,11:36,2,Economy,14.13,9,11051
Vistara,Kolkata,Mumbai,19:00,22:07,2,Economy,11.06,13,12666
Air India,Chennai,Bangalore,20:00,01:09,1,Economy,3.13,26,6042
SpiceJet,Chennai,Hyderabad,05:00,07:58,1,Economy,10.27,27,7686
GO FIRST,Mumbai,Kolkata,07:00,09:19,0,Economy,14.07,10,10593
Air India,Bangalore,Hyderabad,12:00,18:51,0,Economy,6.4,10,8128
Air India,Mumbai,Hyderabad,03:00,09:39,1,Business,2.18,38,20721
Vistara,Bangalore,Delhi,03:00,09:56,0,Economy,13.33,9,11124
SpiceJet,Mumbai,Kolkata,19:00,22:14,1,Economy,11.8,1,11758
Air India,Bangalore,Chennai,11:00,15:10,0,Economy,2.39,28,5292
SpiceJet,Mumbai,Bangalore,19:00,00:40,1,Business,2.17,30,21854
Indigo,Delhi,Mumbai,15:00,19:50,2,Business,6.56,30,21897
Vistara,Bangalore,Hyderabad,03:00,06:03,0,Economy,5.82,35,6320
Vistara,Mumbai,Delhi,04:00,07:01,2,Economy,9.16,41,10304
GO FIRST,Kolkata,Delhi,01:00,04:03,1,Business,11.09,21,20503
Air India,Kolkata,Bangalore,08:00,13:46,2,Business,9.05,44,22300
Vistara,Chennai,Bangalore,12:00,18:24,2,Economy,2.85,22,9130
Air India,Kolkata,Chennai,03:00,07:07,0,Economy,14.45,25,8007
AirAsia,Delhi,Kolkata,14:00,20:07,1,Economy,10.15,48,6193
Air India,Bangalore,Kolkata,14:00,20:00,2,Business,12.61,1,25491
Indigo,Delhi,Kolkata,23:00,04:34,0,Economy,10.95,44,6465
GO FIRST,Kolkata,Hyderabad,15:00,19:14,0,Economy,13.11,43,6642
SpiceJet,Delhi,Hyderabad,04:00,07:32,1,Economy,12.48,43,8295
Indigo,Chennai,Kolkata,16:00,19:18,0,Economy,8.26,38,5749
Air India,Mumbai,Bangalore,12:00,18:21,2,Economy,7.68,20,12500
Indigo,Hyderabad,Bangalore,06:00,12:55,0,Economy,11.93,17,7366
AirAsia,Hyderabad,Bangalore,19:00,01:32,0,Economy,11.34,35,6062
Air India,Chennai,Kolkata,13:00,17:12,0,Economy,4.86,43,4666
Air India,Chennai,Mumbai,00:00,02:08,0,Economy,13.22,9,9088
GO FIRST,Mumbai,Delhi,01:00,07:45,2,Economy,6.4,32,9483
AirAsia,Bangalore,Chennai,16:00,18:22,1,Economy,10.52,7,9493
Vistara,Hyderabad,Kolkata,22:00,01:48,2,Economy,3.27,12,9715
Vistara,Delhi,Chennai,11:00,14:29,2,Economy,2.48,17,10874
Indigo,Chennai,Bangalore,02:00,07:44,0,Economy,14.74,27,9251
SpiceJet,Hyderabad,Chennai,14:00,18:40,2,Business,12.37,46,20090
Indigo,Bangalore,Hyderabad,17:00,23:57,1,Economy,3.01,13,7955
Indigo,Mumbai,Chennai,19:00,22:51,1,Economy,4.8,14,10612
Indigo,Bangalore,Hyderabad,07:00,11:56,2,Business,5.85,44,22541
AirAsia,Delhi,Mumbai,10:00,14:36,2,Economy,3.01,18,10799
Indigo,Mumbai,Bangalore,03:00,07:58,0,Business,8.89,13,20575
Indigo,Delhi,Kolkata,08:00,13:29,2,Economy,13.09,24,11349
Vistara,Hyderabad,Bangalore,22:00,01:07,0,Economy,9.69,14,9616
SpiceJet,Chennai,Hyderabad,01:00,03:29,1,Economy,6.19,40,6901
GO FIRST,Delhi,Bangalore,12:00,18:31,1,Business,4.75,13,21093
GO FIRST,Mumbai,Hyderabad,14:00,17:23,0,Economy,2.29,26,6027
Indigo,Mumbai,Hyderabad,04:00,09:14,1,Economy,12.61,42,6598
Air India,Kolkata,Chennai,23:00,04:20,2,Economy,14.9,6,12846
Vistara,Bangalore,Mumbai,22:00,02:17,2,Economy,7.1,36,8053
GO FIRST,Kolkata,Delhi,10:00,14:19,1,Economy,9.18,45,6738
GO FIRST,Bangalore,Chennai,06:00,08:03,0,Economy,7.64,48,4590
Indigo,Hyderabad,Kolkata,11:00,15:50,2,Economy,12.55,2,15051
GO FIRST,Bangalore,Chennai,06:00,08:37,0,Economy,4.13,35,4539
SpiceJet,Delhi,Bangalore,13:00,15:18,1,Business,4.97,1,25549
Indigo,Delhi,Kolkata,17:00,21:30,0,Economy,14.8,21,8919
Indigo,Bangalore,Kolkata,11:00,17:51,0,Business,11.81,30,19491
Air India,Delhi,Hyderabad,06:00,08:37,1,Business,6.99,31,18288
Air India,Mumbai,Delhi,11:00,13:28,1,Economy,9.29,1,11262
Air India,Delhi,Mumbai,20:00,00:11,2,Economy,11.76,49,9602
AirAsia,Kolkata,Chennai,05:00,07:51,0,Economy,9.41,18,8639
Indigo,Delhi,Kolkata,10:00,14:16,1,Business,5.77,44,17469
Air India,Delhi,Bangalore,22:00,01:07,1,Business,3.53,37,19824
Vistara,Chennai,Bangalore,01:00,03:58,1,Economy,5.64,40,6345
Indigo,Hyderabad,Chennai,21:00,03:46,1,Economy,14.91,23,10293
SpiceJet,Mumbai,Hyderabad,14:00,19:16,0,Economy,9.62,34,5939
SpiceJet,Hyderabad,Kolkata,00:00,05:16,0,Economy,3.72,30,6203
AirAsia,Kolkata,Hyderabad,15:00,18:50,1,Economy,5.37,23,8745
Indigo,Delhi,Mumbai,06:00,11:57,2,Economy,7.65,21,8873
Air India,Bangalore,Kolkata,04:00,06:06,0,Economy,11.68,49,4957
GO FIRST,Hyderabad,Delhi,02:00,06:48,0,Economy,10.99,14,8631
GO FIRST,Kolkata,Mumbai,12:00,15:52,2,Economy,11.75,38,11185
Air India,Mumbai,Delhi,18:00,21:06,1,Business,7.51,31,18055
Vistara,Chennai,Mumbai,02:00,04:57,0,Business,11.85,8,18997
AirAsia,Mumbai,Delhi,03:00,05:48,0,Economy,12.16,12,8964
Vistara,Delhi,Kolkata,11:00,17:56,0,Economy,2.51,37,5016
AirAsia,Delhi,Bangalore,13:00,18:35,2,Economy,4.22,4,10272
Air India,Mumbai,Kolkata,11:00,13:01,2,Economy,4.29,5,12200
GO FIRST,Hyderabad,Kolkata,12:00,15:55,1,Business,11.9,14,19404
GO FIRST,Chennai,Hyderabad,07:00,10:55,2,Business,5.2,41,20289
AirAsia,Delhi,Bangalore,22:00,04:51,1,Economy,12.05,43,8587
Air India,Hyderabad,Mumbai,09:00,11:25,0,Economy,12.74,24,8648
Indigo,Mumbai,Chennai,10:00,13:53,1,Economy,2.18,3,9333
Indigo,Kolkata,Bangalore,20:00,02:29,2,Economy,8.67,32,10802
GO FIRST,Delhi,Mumbai,03:00,06:57,2,Economy,2.59,9,11902
Indigo,Delhi,Mumbai,13:00,17:01,2,Business,8.83,17,25059
AirAsia,Mumbai,Delhi,17:00,20:40,2,Business,9.52,28,21957
SpiceJet,Mumbai,Chennai,01:00,07:00,1,Business,13.25,16,19164
GO FIRST,Bangalore,Mumbai,14:00,20:40,0,Business,8.61,19,18161
GO FIRST,Mumbai,Delhi,16:00,18:08,1,Business,13.03,33,20757
Vistara,Bangalore,Mumbai,01:00,05:14,2,Economy,7.92,10,12260
AirAsia,Delhi,Hyderabad,05:00,09:34,1,Economy,9.74,3,12971
Air India,Bangalore,Mumbai,23:00,04:11,1,Business,11.41,48,15612
SpiceJet,Chennai,Bangalore,15:00,21:32,1,Economy,7.16,49,7147
SpiceJet,Chennai,Delhi,14:00,17:10,1,Economy,8.08,37,8568
GO FIRST,Bangalore,Kolkata,05:00,09:40,0,Economy,9.53,37,6252
GO FIRST,Chennai,Bangalore,06:00,12:30,0,Business,4.8,18,15563
Indigo,Chennai,Delhi,10:00,15:15,1,Economy,12.93,13,9232
SpiceJet,Kolkata,Mumbai,06:00,12:39,1,Economy,12.3,10,12720
Vistara,Hyderabad,Kolkata,21:00,03:53,0,Business,5.16,23,15954
Vistara,Chennai,Kolkata,21:00,02:38,0,Economy,3.35,38,4336
Indigo,Hyderabad,Mumbai,18:00,00:10,2,Economy,13.11,40,9567
GO FIRST,Hyderabad,Delhi,21:00,23:35,2,Business,7.89,43,18125
Vistara,Delhi,Bangalore,04:00,07:18,2,Economy,5.13,20,11856
GO FIRST,Kolkata,Chennai,11:00,15:54,1,Economy,5.06,42,5737
SpiceJet,Delhi,Hyderabad,18:00,22:40,2,Economy,10.54,37,7567
SpiceJet,Delhi,Bangalore,20:00,00:24,0,Economy,8.83,23,8678
SpiceJet,Bangalore,Delhi,10:00,15:32,0,Business,8.09,26,21695
AirAsia,Mumbai,Chennai,09:00,11:16,0,Business,4.41,38,19523
AirAsia,Hyderabad,Mumbai,05:00,10:18,2,Economy,13.42,13,13919
Air India,Kolkata,Mumbai,10:00,16:19,2,Economy,7.19,21,11677
Indigo,Delhi,Kolkata,06:00,08:51,2,Business,10.32,4,27223
SpiceJet,Kolkata,Delhi,16:00,22:54,2,Business,6.13,40,23595
Indigo,Delhi,Bangalore,02:00,05:37,2,Economy,6.04,15,9708
AirAsia,Mumbai,Delhi,23:00,03:54,2,Economy,12.37,11,12175
AirAsia,Mumbai,Chennai,07:00,13:50,2,Economy,3.58,40,8834
SpiceJet,Delhi,Mumbai,12:00,16:17,1,Economy,4.14,8,10733
SpiceJet,Bangalore,Delhi,03:00,09:07,1,Business,7.42,32,23356
Air India,Delhi,Hyderabad,09:00,12:00,1,Economy,3.13,8,9910
GO FIRST,Chennai,Hyderabad,01:00,04:22,1,Economy,9.61,48,7563
Vistara,Kolkata,Mumbai,13:00,17:17,1,Economy,7.5,26,6727
Indigo,Delhi,Chennai,02:00,04:40,0,Economy,9.81,38,5408
GO FIRST,Hyderabad,Chennai,07:00,13:18,1,Business,7.42,4,18658
GO FIRST,Chennai,Delhi,05:00,08:57,2,Economy,10.76,22,9704
SpiceJet,Chennai,Hyderabad,08:00,12:05,1,Economy,3.11,43,6866
SpiceJet,Delhi,Chennai,01:00,05:31,2,Business,13.87,29,20825
AirAsia,Mumbai,Hyderabad,08:00,11:15,1,Economy,8.89,37,6411
AirAsia,Kolkata,Chennai,05:00,09:06,1,Economy,13.18,7,11461
Indigo,Delhi,Kolkata,16:00,18:00,0,Economy,14.15,7,11419
Vistara,Hyderabad,Delhi,08:00,14:05,1,Economy,13.5,18,8750
GO FIRST,Chennai,Delhi,22:00,03:05,1,Economy,6.42,13,9926
AirAsia,Mumbai,Kolkata,20:00,02:07,0,Economy,2.54,39,5521
AirAsia,Hyderabad,Chennai,17:00,22:45,0,Economy,13.17,11,11170
Indigo,Bangalore,Delhi,00:00,02:57,1,Economy,12.21,25,9899
SpiceJet,Hyderabad,Mumbai,23:00,02:52,0,Economy,12.85,39,5773
AirAsia,Bangalore,Hyderabad,21:00,02:27,1,Business,10.08,15,20543
Air India,Hyderabad,Mumbai,10:00,12:25,0,Economy,6.25,24,5694
Indigo,Delhi,Bangalore,07:00,12:22,0,Economy,13.81,9,10806
Air India,Mumbai,Chennai,09:00,13:34,2,Economy,12.25,12,13360
SpiceJet,Chennai,Bangalore,12:00,17:06,2,Economy,13.02,4,13149
AirAsia,Kolkata,Bangalore,23:00,03:55,2,Economy,3.43,28,9735
SpiceJet,Chennai,Bangalore,07:00,12:58,1,Economy,14.48,46,6535
AirAsia,Kolkata,Hyderabad,10:00,12:18,1,Economy,7.9,6,10164
SpiceJet,Mumbai,Kolkata,21:00,02:20,2,Economy,3.53,22,9429
SpiceJet,Hyderabad,Kolkata,13:00,19:29,1,Economy,13.22,32,10579
Vistara,Hyderabad,Kolkata,06:00,09:54,1,Economy,14.74,32,9180
AirAsia,Delhi,Hyderabad,03:00,09:30,1,Economy,2.74,22,7453
AirAsia,Kolkata,Chennai,11:00,17:44,1,Business,11.83,11,23842
Indigo,Kolkata,Chennai,02:00,05:19,0,Economy,9.19,39,5207
AirAsia,Delhi,Kolkata,15:00,21:12,1,Economy,13.06,42,6825
Vistara,Bangalore,Kolkata,02:00,08:04,1,Business,13.81,22,22189
AirAsia,Kolkata,Bangalore,09:00,14:53,2,Business,11.08,11,28844
Vistara,Delhi,Mumbai,01:00,07:06,1,Economy,3.49,28,7313
Vistara,Mumbai,Chennai,06:00,10:07,2,Economy,14.15,49,9010
GO FIRST,Kolkata,Chennai,11:00,13:30,0,Business,5.76,39,20111
Air India,Bangalore,Chennai,17:00,23:48,0,Economy,6.38,26,7233
Indigo,Bangalore,Chennai,12:00,18:55,0,Business,8.53,37,15759
Indigo,Bangalore,Chennai,06:00,12:06,0,Economy,6.17,17,8131
GO FIRST,Chennai,Mumbai,12:00,15:05,0,Economy,11.41,24,7078
GO FIRST,Hyderabad,Kolkata,00:00,04:36,1,Economy,10.38,24,8849
GO FIRST,Kolkata,Bangalore,11:00,13:04,2,Economy,14.15,14,14896
GO FIRST,Bangalore,Delhi,04:00,08:16,1,Economy,5.91,25,8092
Indigo,Kolkata,Bangalore,04:00,09:03,0,Business,8.81,7,24924
SpiceJet,Kolkata,Bangalore,01:00,07:31,2,Economy,4.4,19,10180
Indigo,Delhi,Mumbai,02:00,08:08,0,Economy,9.54,8,8225
Air India,Kolkata,Mumbai,01:00,05:22,1,Economy,7.2,13,9173
Vistara,Delhi,Hyderabad,20:00,02:45,0,Business,7.13,40,18539
AirAsia,Delhi,Chennai,15:00,21:09,2,Economy,13.2,29,9185
Indigo,Hyderabad,Bangalore,01:00,07:26,1,Economy,11.74,45,6533
Air India,Bangalore,Hyderabad,20:00,00:48,0,Economy,14.94,45,5663
SpiceJet,Hyderabad,Mumbai,23:00,03:47,2,Economy,10.61,28,9764
AirAsia,Hyderabad,Kolkata,22:00,04:39,2,Economy,6.53,30,10064
Indigo,Delhi,Hyderabad,02:00,04:35,2,Economy,3.98,41,7427
Air India,Delhi,Bangalore,14:00,16:55,1,Economy,2.35,44,5190
AirAsia,Chennai,Delhi,15:00,21:25,2,Economy,5.62,39,9454
Indigo,Kolkata,Delhi,15:00,19:45,0,Business,13.87,30,18890
AirAsia,Hyderabad,Bangalore,21:00,23:20,0,Economy,12.7,25,6553
SpiceJet,Chennai,Bangalore,02:00,07:07,0,Economy,13.43,8,7996
Vistara,Bangalore,Hyderabad,01:00,06:51,1,Economy,2.78,39,5144
AirAsia,Hyderabad,Chennai,21:00,03:08,2,Business,2.36,33,24167
AirAsia,Chennai,Kolkata,21:00,00:55,2,Economy,4.88,12,11579
Air India,Bangalore,Kolkata,06:00,10:06,0,Economy,14.04,49,5435
Vistara,Mumbai,Hyderabad,05:00,08:19,2,Business,6.68,7,23175
GO FIRST,Chennai,Kolkata,20:00,01:54,2,Economy,11.75,17,9759
Air India,Hyderabad,Mumbai,05:00,09:14,1,Economy,3.02,31,7264
SpiceJet,Mumbai,Kolkata,21:00,23:02,1,Business,5.07,5,21377
Air India,Delhi,Kolkata,09:00,13:24,0,Economy,9.75,41,4880
AirAsia,Kolkata,Delhi,10:00,15:52,1,Economy,14.83,14,11864
SpiceJet,Chennai,Hyderabad,04:00,10:53,1,Economy,9.76,18,7831
GO FIRST,Mumbai,Chennai,03:00,09:48,2,Economy,3.57,15,12229
AirAsia,Mumbai,Bangalore,00:00,04:30,0,Economy,10.76,34,7588
Indigo,Kolkata,Hyderabad,17:00,21:43,2,Economy,11.74,35,8488
Vistara,Bangalore,Kolkata,02:00,07:01,2,Economy,5.07,28,7640
GO FIRST,Delhi,Mumbai,06:00,10:41,0,Economy,10.53,14,9606
Indigo,Chennai,Mumbai,09:00,12:25,0,Economy,2.09,5,9299
Air India,Bangalore,Kolkata,21:00,01:19,2,Economy,12.12,36,10577
Indigo,Kolkata,Mumbai,08:00,10:59,2,Business,6.98,44,23375
GO FIRST,Delhi,Bangalore,13:00,18:27,0,Economy,9.01,39,5504
SpiceJet,Bangalore,Delhi,14:00,20:24,0,Business,11.61,16,22917
GO FIRST,Chennai,Mumbai,03:00,05:24,2,Business,10.04,37,21979
Indigo,Bangalore,Hyderabad,07:00,09:13,1,Economy,14.96,45,9300
AirAsia,Hyderabad,Bangalore,23:00,04:24,2,Economy,4.29,27,9323
Air India,Chennai,Kolkata,01:00,04:10,1,Business,4.87,42,20099
Indigo,Bangalore,Hyderabad,16:00,20:54,1,Business,13.93,5,20827
Indigo,Chennai,Bangalore,12:00,15:04,0,Economy,10.49,37,6101
Vistara,Kolkata,Bangalore,11:00,17:21,0,Economy,6.14,5,10134
Air India,Chennai,Bangalore,23:00,03:08,1,Economy,6.73,14,10887
AirAsia,Kolkata,Mumbai,07:00,12:31,1,Business,6.43,1,24890
AirAsia,Kolkata,Chennai,16:00,22:16,2,Business,10.78,13,27861
GO FIRST,Mumbai,Chennai,16:00,20:29,2,Economy,12.32,26,10842
Indigo,Hyderabad,Bangalore,07:00,12:04,2,Business,14.19,25,24242
Indigo,Bangalore,Kolkata,19:00,00:34,2,Economy,9.16,17,9631
Vistara,Mumbai,Bangalore,03:00,05:44,0,Economy,12.49,32,6683
AirAsia,Mumbai,Chennai,21:00,23:22,1,Economy,7.41,45,7615
Indigo,Chennai,Bangalore,02:00,06:14,2,Business,10.19,23,23633
Indigo,Hyderabad,Kolkata,11:00,15:20,1,Economy,12.69,47,8212
AirAsia,Chennai,Kolkata,07:00,10:38,0,Economy,8.56,24,6912
GO FIRST,Chennai,Delhi,14:00,16:36,0,Economy,4.45,49,4567
Air India,Bangalore,Mumbai,19:00,00:37,2,Business,10.75,39,20138
SpiceJet,Hyderabad,Delhi,10:00,14:20,2,Business,3.55,1,23408
AirAsia,Bangalore,Delhi,02:00,07:13,2,Business,3.53,40,20790
Vistara,Chennai,Hyderabad,15:00,20:28,0,Economy,13.43,29,8519
SpiceJet,Chennai,Mumbai,15:00,20:47,1,Business,14.76,32,22972
GO FIRST,Mumbai,Delhi,20:00,22:43,2,Economy,6.69,27,9498
Air India,Delhi,Chennai,11:00,13:37,1,Economy,5.95,32,6950
Vistara,Bangalore,Kolkata,01:00,05:20,2,Economy,3.38,37,7779
GO FIRST,Delhi,Chennai,10:00,14:38,1,Economy,13.78,16,11991
AirAsia,Kolkata,Chennai,17:00,21:54,0,Economy,3.38,40,4790
GO FIRST,Delhi,Mumbai,23:00,01:25,1,Economy,2.75,15,8792
Indigo,Bangalore,Delhi,08:00,10:55,2,Economy,5.02,15,11562
GO FIRST,Bangalore,Mumbai,23:00,04:28,0,Economy,5.41,30,4972
AirAsia,Delhi,Mumbai,07:00,12:09,2,Economy,11.36,9,12291
GO FIRST,Bangalore,Hyderabad,02:00,04:34,1,Business,9.43,16,19835
GO FIRST,Bangalore,Kolkata,12:00,16:45,2,Economy,12.06,46,9365
AirAsia,Mumbai,Bangalore,17:00,23:03,2,Business,7.47,33,23224
Air India,Kolkata,Delhi,03:00,08:16,0,Economy,2.23,16,7482
Indigo,Hyderabad,Kolkata,08:00,13:13,1,Economy,5.07,16,10457
Indigo,Hyderabad,Kolkata,02:00,06:00,2,Economy,2.67,9,9446
Air India,Mumbai,Chennai,03:00,07:22,2,Economy,7.8,17,12796
